"bird"	"csv"	"date"	"trial"	"lpath"	"rpath"	"lbucket"	"rbucket"	"optimal_r"	"lFR"	"rFR"	"RT"	"left"	"distance"	"session"	"phase"	"psession"	"optimal"	"ros"
"24W"	"Train.csv"	"08/04/15"	1	2	3	5	3	-1	1	1	2.753	0	2	1	"Training 1"	1	"L"	0.375
"24W"	"Train.csv"	"08/04/15"	2	2	3	6	7	1	1	1	3.279	0	-1	1	"Training 1"	1	"R"	0.538461538461538
"24W"	"Train.csv"	"08/04/15"	3	2	3	9	5	-1	1	1	1.626	0	4	1	"Training 1"	1	"L"	0.357142857142857
"24W"	"Train.csv"	"08/04/15"	4	2	3	6	2	-1	1	1	1.533	0	4	1	"Training 1"	1	"L"	0.25
"24W"	"Train.csv"	"08/04/15"	5	2	3	8	1	-1	1	1	5.302	0	7	1	"Training 1"	1	"L"	0.111111111111111
"24W"	"Train.csv"	"08/04/15"	6	2	3	8	10	1	1	1	6.587	0	-2	1	"Training 1"	1	"R"	0.555555555555556
"24W"	"Train.csv"	"08/04/15"	7	2	3	4	9	1	1	1	1.465	0	-5	1	"Training 1"	1	"R"	0.692307692307692
"24W"	"Train.csv"	"08/04/15"	8	2	3	7	1	-1	1	1	4.049	1	6	1	"Training 1"	1	"L"	0.125
"24W"	"Train.csv"	"08/04/15"	9	2	3	2	7	1	1	1	1.307	0	-5	1	"Training 1"	1	"R"	0.777777777777778
"24W"	"Train.csv"	"08/04/15"	10	2	3	4	5	1	1	1	1.538	1	-1	1	"Training 1"	1	"R"	0.555555555555556
"24W"	"Train.csv"	"08/04/15"	11	2	3	10	6	-1	1	1	1.398	0	4	1	"Training 1"	1	"L"	0.375
"24W"	"Train.csv"	"08/04/15"	12	2	3	7	2	-1	1	1	0.771	0	5	1	"Training 1"	1	"L"	0.222222222222222
"24W"	"Train.csv"	"08/04/15"	13	2	3	9	1	-1	1	1	2.386	0	8	1	"Training 1"	1	"L"	0.1
"24W"	"Train.csv"	"08/04/15"	14	2	3	7	3	-1	1	1	1.26	0	4	1	"Training 1"	1	"L"	0.3
"24W"	"Train.csv"	"08/04/15"	15	2	3	8	3	-1	1	1	1.76	0	5	1	"Training 1"	1	"L"	0.272727272727273
"24W"	"Train.csv"	"08/04/15"	16	2	3	5	8	1	1	1	1.265	0	-3	1	"Training 1"	1	"R"	0.615384615384615
"24W"	"Train.csv"	"08/04/15"	17	2	3	6	8	1	1	1	2.383	0	-2	1	"Training 1"	1	"R"	0.571428571428571
"24W"	"Train.csv"	"08/04/15"	18	2	3	5	2	-1	1	1	1.664	1	3	1	"Training 1"	1	"L"	0.285714285714286
"24W"	"Train.csv"	"08/04/15"	19	2	3	7	10	1	1	1	5.527	0	-3	1	"Training 1"	1	"R"	0.588235294117647
"24W"	"Train.csv"	"08/04/15"	20	2	3	1	5	1	1	1	1.629	0	-4	1	"Training 1"	1	"R"	0.833333333333333
"24W"	"Train.csv"	"08/04/15"	21	2	3	6	6	0	1	1	2.591	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	22	2	3	7	5	-1	1	1	2.523	1	2	1	"Training 1"	1	"L"	0.416666666666667
"24W"	"Train.csv"	"08/04/15"	23	2	3	7	7	0	1	1	0.936	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	24	2	3	7	8	1	1	1	1.446	0	-1	1	"Training 1"	1	"R"	0.533333333333333
"24W"	"Train.csv"	"08/04/15"	25	2	3	8	9	1	1	1	2.949	0	-1	1	"Training 1"	1	"R"	0.529411764705882
"24W"	"Train.csv"	"08/04/15"	26	2	3	3	4	1	1	1	2.647	0	-1	1	"Training 1"	1	"R"	0.571428571428571
"24W"	"Train.csv"	"08/04/15"	27	2	3	10	4	-1	1	1	1.691	0	6	1	"Training 1"	1	"L"	0.285714285714286
"24W"	"Train.csv"	"08/04/15"	28	2	3	5	10	1	1	1	1.083	0	-5	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	29	2	3	10	10	0	1	1	0.991	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	30	2	3	6	3	-1	1	1	1.809	0	3	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	31	2	3	9	6	-1	1	1	1.444	1	3	1	"Training 1"	1	"L"	0.4
"24W"	"Train.csv"	"08/04/15"	32	2	3	3	6	1	1	1	1.972	0	-3	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	33	2	3	4	7	1	1	1	1.797	0	-3	1	"Training 1"	1	"R"	0.636363636363636
"24W"	"Train.csv"	"08/04/15"	34	2	3	3	2	-1	1	1	2.253	0	1	1	"Training 1"	1	"L"	0.4
"24W"	"Train.csv"	"08/04/15"	35	2	3	9	7	-1	1	1	0.568	0	2	1	"Training 1"	1	"L"	0.4375
"24W"	"Train.csv"	"08/04/15"	36	2	3	3	1	-1	1	1	1.995	0	2	1	"Training 1"	1	"L"	0.25
"24W"	"Train.csv"	"08/04/15"	37	2	3	1	3	1	1	1	1.025	0	-2	1	"Training 1"	1	"R"	0.75
"24W"	"Train.csv"	"08/04/15"	38	2	3	3	9	1	1	1	1.591	1	-6	1	"Training 1"	1	"R"	0.75
"24W"	"Train.csv"	"08/04/15"	39	2	3	6	5	-1	1	1	4.134	0	1	1	"Training 1"	1	"L"	0.454545454545455
"24W"	"Train.csv"	"08/04/15"	40	2	3	10	5	-1	1	1	0.985	0	5	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	41	2	3	2	5	1	1	1	2.366	1	-3	1	"Training 1"	1	"R"	0.714285714285714
"24W"	"Train.csv"	"08/04/15"	42	2	3	10	8	-1	1	1	7.794	0	2	1	"Training 1"	1	"L"	0.444444444444444
"24W"	"Train.csv"	"08/04/15"	43	2	3	1	4	1	1	1	5.926	0	-3	1	"Training 1"	1	"R"	0.8
"24W"	"Train.csv"	"08/04/15"	44	2	3	10	9	-1	1	1	2.29	0	1	1	"Training 1"	1	"L"	0.473684210526316
"24W"	"Train.csv"	"08/04/15"	45	2	3	5	7	1	1	1	1.635	1	-2	1	"Training 1"	1	"R"	0.583333333333333
"24W"	"Train.csv"	"08/04/15"	46	2	3	4	8	1	1	1	1.038	0	-4	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	47	2	3	2	2	0	1	1	3.344	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	48	2	3	3	3	0	1	1	1.069	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	49	2	3	9	3	-1	1	1	0.853	0	6	1	"Training 1"	1	"L"	0.25
"24W"	"Train.csv"	"08/04/15"	50	2	3	8	4	-1	1	1	5.086	1	4	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	51	2	3	9	10	1	1	1	1.504	1	-1	1	"Training 1"	1	"R"	0.526315789473684
"24W"	"Train.csv"	"08/04/15"	52	2	3	8	5	-1	1	1	1.746	1	3	1	"Training 1"	1	"L"	0.384615384615385
"24W"	"Train.csv"	"08/04/15"	53	2	3	6	4	-1	1	1	3.128	0	2	1	"Training 1"	1	"L"	0.4
"24W"	"Train.csv"	"08/04/15"	54	2	3	3	7	1	1	1	1.668	1	-4	1	"Training 1"	1	"R"	0.7
"24W"	"Train.csv"	"08/04/15"	55	2	3	8	8	0	1	1	1.836	1	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	56	2	3	10	1	-1	1	1	1.532	0	9	1	"Training 1"	1	"L"	0.0909090909090909
"24W"	"Train.csv"	"08/04/15"	57	2	3	1	8	1	1	1	2.253	0	-7	1	"Training 1"	1	"R"	0.888888888888889
"24W"	"Train.csv"	"08/04/15"	58	2	3	2	10	1	1	1	2.837	0	-8	1	"Training 1"	1	"R"	0.833333333333333
"24W"	"Train.csv"	"08/04/15"	59	2	3	4	1	-1	1	1	3.897	0	3	1	"Training 1"	1	"L"	0.2
"24W"	"Train.csv"	"08/04/15"	60	2	3	1	2	1	1	1	3.732	0	-1	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	61	2	3	2	6	1	1	1	3.081	0	-4	1	"Training 1"	1	"R"	0.75
"24W"	"Train.csv"	"08/04/15"	62	2	3	3	5	1	1	1	0.687	0	-2	1	"Training 1"	1	"R"	0.625
"24W"	"Train.csv"	"08/04/15"	63	2	3	5	5	0	1	1	2.85	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	64	2	3	1	6	1	1	1	1.73	0	-5	1	"Training 1"	1	"R"	0.857142857142857
"24W"	"Train.csv"	"08/04/15"	65	2	3	6	9	1	1	1	0.989	1	-3	1	"Training 1"	1	"R"	0.6
"24W"	"Train.csv"	"08/04/15"	66	2	3	9	2	-1	1	1	3.265	0	7	1	"Training 1"	1	"L"	0.181818181818182
"24W"	"Train.csv"	"08/04/15"	67	2	3	1	7	1	1	1	0.721	0	-6	1	"Training 1"	1	"R"	0.875
"24W"	"Train.csv"	"08/04/15"	68	2	3	4	10	1	1	1	0.537	0	-6	1	"Training 1"	1	"R"	0.714285714285714
"24W"	"Train.csv"	"08/04/15"	69	2	3	10	7	-1	1	1	4.733	0	3	1	"Training 1"	1	"L"	0.411764705882353
"24W"	"Train.csv"	"08/04/15"	70	2	3	2	1	-1	1	1	0.587	0	1	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	71	2	3	8	7	-1	1	1	1.943	0	1	1	"Training 1"	1	"L"	0.466666666666667
"24W"	"Train.csv"	"08/04/15"	72	2	3	10	2	-1	1	1	1.09	1	8	1	"Training 1"	1	"L"	0.166666666666667
"24W"	"Train.csv"	"08/04/15"	73	2	3	7	9	1	1	1	0.684	0	-2	1	"Training 1"	1	"R"	0.5625
"24W"	"Train.csv"	"08/04/15"	74	2	3	10	3	-1	1	1	1.769	0	7	1	"Training 1"	1	"L"	0.230769230769231
"24W"	"Train.csv"	"08/04/15"	75	2	3	6	1	-1	1	1	1.814	0	5	1	"Training 1"	1	"L"	0.142857142857143
"24W"	"Train.csv"	"08/04/15"	76	2	3	5	9	1	1	1	2.094	1	-4	1	"Training 1"	1	"R"	0.642857142857143
"24W"	"Train.csv"	"08/04/15"	77	2	3	1	1	0	1	1	3.499	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	78	2	3	7	4	-1	1	1	1.725	1	3	1	"Training 1"	1	"L"	0.363636363636364
"24W"	"Train.csv"	"08/04/15"	79	2	3	8	2	-1	1	1	1.486	1	6	1	"Training 1"	1	"L"	0.2
"24W"	"Train.csv"	"08/04/15"	80	2	3	2	9	1	1	1	5.871	0	-7	1	"Training 1"	1	"R"	0.818181818181818
"24W"	"Train.csv"	"08/04/15"	81	2	3	4	6	1	1	1	1.626	1	-2	1	"Training 1"	1	"R"	0.6
"24W"	"Train.csv"	"08/04/15"	82	2	3	9	8	-1	1	1	1.574	1	1	1	"Training 1"	1	"L"	0.470588235294118
"24W"	"Train.csv"	"08/04/15"	83	2	3	4	3	-1	1	1	1.634	1	1	1	"Training 1"	1	"L"	0.428571428571429
"24W"	"Train.csv"	"08/04/15"	84	2	3	8	6	-1	1	1	4.227	1	2	1	"Training 1"	1	"L"	0.428571428571429
"24W"	"Train.csv"	"08/04/15"	85	2	3	4	4	0	1	1	2.674	1	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	86	2	3	1	9	1	1	1	3.403	1	-8	1	"Training 1"	1	"R"	0.9
"24W"	"Train.csv"	"08/04/15"	87	2	3	2	8	1	1	1	1.546	1	-6	1	"Training 1"	1	"R"	0.8
"24W"	"Train.csv"	"08/04/15"	88	2	3	5	1	-1	1	1	1.209	0	4	1	"Training 1"	1	"L"	0.166666666666667
"24W"	"Train.csv"	"08/04/15"	89	2	3	7	6	-1	1	1	3.506	1	1	1	"Training 1"	1	"L"	0.461538461538462
"24W"	"Train.csv"	"08/04/15"	90	2	3	9	4	-1	1	1	1.318	1	5	1	"Training 1"	1	"L"	0.307692307692308
"24W"	"Train.csv"	"08/04/15"	91	2	3	2	3	1	1	1	3.428	1	-1	1	"Training 1"	1	"R"	0.6
"24W"	"Train.csv"	"08/04/15"	92	2	3	9	9	0	1	1	2.615	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	93	2	3	6	10	1	1	1	1.702	0	-4	1	"Training 1"	1	"R"	0.625
"24W"	"Train.csv"	"08/04/15"	94	2	3	1	10	1	1	1	3.237	1	-9	1	"Training 1"	1	"R"	0.909090909090909
"24W"	"Train.csv"	"08/04/15"	95	2	3	3	8	1	1	1	0.719	0	-5	1	"Training 1"	1	"R"	0.727272727272727
"24W"	"Train.csv"	"08/04/15"	96	2	3	3	10	1	1	1	3.996	0	-7	1	"Training 1"	1	"R"	0.769230769230769
"24W"	"Train.csv"	"08/04/15"	97	2	3	2	4	1	1	1	2.24	0	-2	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	98	2	3	4	2	-1	1	1	3.341	0	2	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	99	2	3	5	6	1	1	1	2.271	0	-1	1	"Training 1"	1	"R"	0.545454545454545
"24W"	"Train.csv"	"08/04/15"	100	2	3	5	4	-1	1	1	3.089	1	1	1	"Training 1"	1	"L"	0.444444444444444
"24W"	"Train.csv"	"08/04/15"	101	2	3	7	3	-1	1	1	1.478	0	4	1	"Training 1"	1	"L"	0.3
"24W"	"Train.csv"	"08/04/15"	102	2	3	3	5	1	1	1	5.234	0	-2	1	"Training 1"	1	"R"	0.625
"24W"	"Train.csv"	"08/04/15"	103	2	3	8	8	0	1	1	1.736	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	104	2	3	9	10	1	1	1	2.166	1	-1	1	"Training 1"	1	"R"	0.526315789473684
"24W"	"Train.csv"	"08/04/15"	105	2	3	5	10	1	1	1	2.801	0	-5	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	106	2	3	5	8	1	1	1	1.875	0	-3	1	"Training 1"	1	"R"	0.615384615384615
"24W"	"Train.csv"	"08/04/15"	107	2	3	9	5	-1	1	1	2.469	0	4	1	"Training 1"	1	"L"	0.357142857142857
"24W"	"Train.csv"	"08/04/15"	108	2	3	2	5	1	1	1	2.012	1	-3	1	"Training 1"	1	"R"	0.714285714285714
"24W"	"Train.csv"	"08/04/15"	109	2	3	1	6	1	1	1	0.554	0	-5	1	"Training 1"	1	"R"	0.857142857142857
"24W"	"Train.csv"	"08/04/15"	110	2	3	3	2	-1	1	1	1.8	1	1	1	"Training 1"	1	"L"	0.4
"24W"	"Train.csv"	"08/04/15"	111	2	3	1	4	1	1	1	3.3	1	-3	1	"Training 1"	1	"R"	0.8
"24W"	"Train.csv"	"08/04/15"	112	2	3	6	9	1	1	1	0.887	0	-3	1	"Training 1"	1	"R"	0.6
"24W"	"Train.csv"	"08/04/15"	113	2	3	3	9	1	1	1	1.615	0	-6	1	"Training 1"	1	"R"	0.75
"24W"	"Train.csv"	"08/04/15"	114	2	3	6	8	1	1	1	1.862	0	-2	1	"Training 1"	1	"R"	0.571428571428571
"24W"	"Train.csv"	"08/04/15"	115	2	3	4	9	1	1	1	1.443	0	-5	1	"Training 1"	1	"R"	0.692307692307692
"24W"	"Train.csv"	"08/04/15"	116	2	3	10	8	-1	1	1	1.565	0	2	1	"Training 1"	1	"L"	0.444444444444444
"24W"	"Train.csv"	"08/04/15"	117	2	3	10	4	-1	1	1	1.692	0	6	1	"Training 1"	1	"L"	0.285714285714286
"24W"	"Train.csv"	"08/04/15"	118	2	3	9	7	-1	1	1	3.122	0	2	1	"Training 1"	1	"L"	0.4375
"24W"	"Train.csv"	"08/04/15"	119	2	3	6	7	1	1	1	3.128	0	-1	1	"Training 1"	1	"R"	0.538461538461538
"24W"	"Train.csv"	"08/04/15"	120	2	3	10	3	-1	1	1	1.004	0	7	1	"Training 1"	1	"L"	0.230769230769231
"24W"	"Train.csv"	"08/04/15"	121	2	3	8	3	-1	1	1	2.557	0	5	1	"Training 1"	1	"L"	0.272727272727273
"24W"	"Train.csv"	"08/04/15"	122	2	3	5	9	1	1	1	1.434	0	-4	1	"Training 1"	1	"R"	0.642857142857143
"24W"	"Train.csv"	"08/04/15"	123	2	3	2	3	1	1	1	0.769	0	-1	1	"Training 1"	1	"R"	0.6
"24W"	"Train.csv"	"08/04/15"	124	2	3	4	5	1	1	1	1.524	0	-1	1	"Training 1"	1	"R"	0.555555555555556
"24W"	"Train.csv"	"08/04/15"	125	2	3	2	2	0	1	1	2.168	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	126	2	3	2	10	1	1	1	1.289	0	-8	1	"Training 1"	1	"R"	0.833333333333333
"24W"	"Train.csv"	"08/04/15"	127	2	3	8	1	-1	1	1	3.267	0	7	1	"Training 1"	1	"L"	0.111111111111111
"24W"	"Train.csv"	"08/04/15"	128	2	3	2	8	1	1	1	1.075	0	-6	1	"Training 1"	1	"R"	0.8
"24W"	"Train.csv"	"08/04/15"	129	2	3	4	1	-1	1	1	1.26	0	3	1	"Training 1"	1	"L"	0.2
"24W"	"Train.csv"	"08/04/15"	130	2	3	2	9	1	1	1	0.755	0	-7	1	"Training 1"	1	"R"	0.818181818181818
"24W"	"Train.csv"	"08/04/15"	131	2	3	7	10	1	1	1	0.816	0	-3	1	"Training 1"	1	"R"	0.588235294117647
"24W"	"Train.csv"	"08/04/15"	132	2	3	1	10	1	1	1	1.093	0	-9	1	"Training 1"	1	"R"	0.909090909090909
"24W"	"Train.csv"	"08/04/15"	133	2	3	4	3	-1	1	1	2.096	0	1	1	"Training 1"	1	"L"	0.428571428571429
"24W"	"Train.csv"	"08/04/15"	134	2	3	8	7	-1	1	1	2.84	1	1	1	"Training 1"	1	"L"	0.466666666666667
"24W"	"Train.csv"	"08/04/15"	135	2	3	7	5	-1	1	1	1.758	0	2	1	"Training 1"	1	"L"	0.416666666666667
"24W"	"Train.csv"	"08/04/15"	136	2	3	3	3	0	1	1	2.651	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	137	2	3	2	1	-1	1	1	1.399	0	1	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	138	2	3	4	8	1	1	1	1.035	0	-4	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	139	2	3	5	6	1	1	1	7.422	0	-1	1	"Training 1"	1	"R"	0.545454545454545
"24W"	"Train.csv"	"08/04/15"	140	2	3	2	4	1	1	1	1.688	0	-2	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	141	2	3	10	2	-1	1	1	1.315	0	8	1	"Training 1"	1	"L"	0.166666666666667
"24W"	"Train.csv"	"08/04/15"	142	2	3	1	7	1	1	1	1.704	0	-6	1	"Training 1"	1	"R"	0.875
"24W"	"Train.csv"	"08/04/15"	143	2	3	7	7	0	1	1	1.75	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	144	2	3	10	9	-1	1	1	1.151	0	1	1	"Training 1"	1	"L"	0.473684210526316
"24W"	"Train.csv"	"08/04/15"	145	2	3	3	1	-1	1	1	5.377	0	2	1	"Training 1"	1	"L"	0.25
"24W"	"Train.csv"	"08/04/15"	146	2	3	6	2	-1	1	1	0.728	0	4	1	"Training 1"	1	"L"	0.25
"24W"	"Train.csv"	"08/04/15"	147	2	3	9	1	-1	1	1	5.342	0	8	1	"Training 1"	1	"L"	0.1
"24W"	"Train.csv"	"08/04/15"	148	2	3	8	4	-1	1	1	2.37	0	4	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	149	2	3	8	2	-1	1	1	2.52	0	6	1	"Training 1"	1	"L"	0.2
"24W"	"Train.csv"	"08/04/15"	150	2	3	5	4	-1	1	1	1.815	0	1	1	"Training 1"	1	"L"	0.444444444444444
"24W"	"Train.csv"	"08/04/15"	151	2	3	8	5	-1	1	1	0.944	0	3	1	"Training 1"	1	"L"	0.384615384615385
"24W"	"Train.csv"	"08/04/15"	152	2	3	1	5	1	1	1	1.606	0	-4	1	"Training 1"	1	"R"	0.833333333333333
"24W"	"Train.csv"	"08/04/15"	153	2	3	4	6	1	1	1	4.809	0	-2	1	"Training 1"	1	"R"	0.6
"24W"	"Train.csv"	"08/04/15"	154	2	3	9	8	-1	1	1	2.674	1	1	1	"Training 1"	1	"L"	0.470588235294118
"24W"	"Train.csv"	"08/04/15"	155	2	3	4	10	1	1	1	0.934	0	-6	1	"Training 1"	1	"R"	0.714285714285714
"24W"	"Train.csv"	"08/04/15"	156	2	3	3	7	1	1	1	0.879	0	-4	1	"Training 1"	1	"R"	0.7
"24W"	"Train.csv"	"08/04/15"	157	2	3	1	3	1	1	1	1.553	0	-2	1	"Training 1"	1	"R"	0.75
"24W"	"Train.csv"	"08/04/15"	158	2	3	9	2	-1	1	1	5.878	0	7	1	"Training 1"	1	"L"	0.181818181818182
"24W"	"Train.csv"	"08/04/15"	159	2	3	9	3	-1	1	1	1.673	1	6	1	"Training 1"	1	"L"	0.25
"24W"	"Train.csv"	"08/04/15"	160	2	3	2	6	1	1	1	0.609	0	-4	1	"Training 1"	1	"R"	0.75
"24W"	"Train.csv"	"08/04/15"	161	2	3	1	8	1	1	1	1.304	0	-7	1	"Training 1"	1	"R"	0.888888888888889
"24W"	"Train.csv"	"08/04/15"	162	2	3	10	1	-1	1	1	1.263	0	9	1	"Training 1"	1	"L"	0.0909090909090909
"24W"	"Train.csv"	"08/04/15"	163	2	3	6	1	-1	1	1	2.937	1	5	1	"Training 1"	1	"L"	0.142857142857143
"24W"	"Train.csv"	"08/04/15"	164	2	3	4	2	-1	1	1	0.542	0	2	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	165	2	3	6	3	-1	1	1	0.666	0	3	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	166	2	3	1	9	1	1	1	0.62	0	-8	1	"Training 1"	1	"R"	0.9
"24W"	"Train.csv"	"08/04/15"	167	2	3	6	6	0	1	1	1.091	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	168	2	3	3	8	1	1	1	0.811	0	-5	1	"Training 1"	1	"R"	0.727272727272727
"24W"	"Train.csv"	"08/04/15"	169	2	3	8	9	1	1	1	0.772	0	-1	1	"Training 1"	1	"R"	0.529411764705882
"24W"	"Train.csv"	"08/04/15"	170	2	3	5	1	-1	1	1	1.247	0	4	1	"Training 1"	1	"L"	0.166666666666667
"24W"	"Train.csv"	"08/04/15"	171	2	3	7	1	-1	1	1	2.628	0	6	1	"Training 1"	1	"L"	0.125
"24W"	"Train.csv"	"08/04/15"	172	2	3	5	5	0	1	1	1.121	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	173	2	3	7	9	1	1	1	0.823	0	-2	1	"Training 1"	1	"R"	0.5625
"24W"	"Train.csv"	"08/04/15"	174	2	3	8	10	1	1	1	1.814	0	-2	1	"Training 1"	1	"R"	0.555555555555556
"24W"	"Train.csv"	"08/04/15"	175	2	3	10	5	-1	1	1	2.079	1	5	1	"Training 1"	1	"L"	0.333333333333333
"24W"	"Train.csv"	"08/04/15"	176	2	3	6	4	-1	1	1	1.724	0	2	1	"Training 1"	1	"L"	0.4
"24W"	"Train.csv"	"08/04/15"	177	2	3	6	5	-1	1	1	0.507	0	1	1	"Training 1"	1	"L"	0.454545454545455
"24W"	"Train.csv"	"08/04/15"	178	2	3	3	10	1	1	1	0.614	0	-7	1	"Training 1"	1	"R"	0.769230769230769
"24W"	"Train.csv"	"08/04/15"	179	2	3	3	6	1	1	1	1.16	0	-3	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	180	2	3	10	7	-1	1	1	0.638	0	3	1	"Training 1"	1	"L"	0.411764705882353
"24W"	"Train.csv"	"08/04/15"	181	2	3	4	7	1	1	1	2.084	0	-3	1	"Training 1"	1	"R"	0.636363636363636
"24W"	"Train.csv"	"08/04/15"	182	2	3	9	6	-1	1	1	0.453	0	3	1	"Training 1"	1	"L"	0.4
"24W"	"Train.csv"	"08/04/15"	183	2	3	9	9	0	1	1	2.238	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	184	2	3	5	7	1	1	1	0.726	0	-2	1	"Training 1"	1	"R"	0.583333333333333
"24W"	"Train.csv"	"08/04/15"	185	2	3	7	8	1	1	1	3.245	0	-1	1	"Training 1"	1	"R"	0.533333333333333
"24W"	"Train.csv"	"08/04/15"	186	2	3	5	3	-1	1	1	1.03	0	2	1	"Training 1"	1	"L"	0.375
"24W"	"Train.csv"	"08/04/15"	187	2	3	4	4	0	1	1	9.083	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	188	2	3	8	6	-1	1	1	0.662	0	2	1	"Training 1"	1	"L"	0.428571428571429
"24W"	"Train.csv"	"08/04/15"	189	2	3	10	6	-1	1	1	0.565	0	4	1	"Training 1"	1	"L"	0.375
"24W"	"Train.csv"	"08/04/15"	190	2	3	1	1	0	1	1	0.63	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	191	2	3	1	2	1	1	1	3.018	0	-1	1	"Training 1"	1	"R"	0.666666666666667
"24W"	"Train.csv"	"08/04/15"	192	2	3	10	10	0	1	1	0.621	0	0	1	"Training 1"	1	"N"	0.5
"24W"	"Train.csv"	"08/04/15"	193	2	3	9	4	-1	1	1	5.187	0	5	1	"Training 1"	1	"L"	0.307692307692308
"24W"	"Train.csv"	"08/04/15"	194	2	3	2	7	1	1	1	2.07	0	-5	1	"Training 1"	1	"R"	0.777777777777778
"24W"	"Train.csv"	"08/04/15"	195	2	3	5	2	-1	1	1	0.613	0	3	1	"Training 1"	1	"L"	0.285714285714286
"24W"	"Train.csv"	"08/04/15"	196	2	3	7	2	-1	1	1	0.882	0	5	1	"Training 1"	1	"L"	0.222222222222222
"24W"	"Train.csv"	"08/04/15"	197	2	3	7	6	-1	1	1	4.866	1	1	1	"Training 1"	1	"L"	0.461538461538462
"24W"	"Train.csv"	"08/04/15"	198	2	3	7	4	-1	1	1	1.883	0	3	1	"Training 1"	1	"L"	0.363636363636364
"24W"	"Train.csv"	"08/04/15"	199	2	3	3	4	1	1	1	0.92	0	-1	1	"Training 1"	1	"R"	0.571428571428571
"24W"	"Train.csv"	"08/04/15"	200	2	3	6	10	1	1	1	1.095	0	-4	1	"Training 1"	1	"R"	0.625
"24W"	"Train.csv"	"08/05/15"	1	2	3	10	7	-1	1	1	3.538	0	3	2	"Training 1"	2	"L"	0.411764705882353
"24W"	"Train.csv"	"08/05/15"	2	2	3	3	2	-1	1	1	1.459	0	1	2	"Training 1"	2	"L"	0.4
"24W"	"Train.csv"	"08/05/15"	3	2	3	10	9	-1	1	1	2.211	0	1	2	"Training 1"	2	"L"	0.473684210526316
"24W"	"Train.csv"	"08/05/15"	4	2	3	6	3	-1	1	1	0.915	0	3	2	"Training 1"	2	"L"	0.333333333333333
"24W"	"Train.csv"	"08/05/15"	5	2	3	3	10	1	1	1	0.614	0	-7	2	"Training 1"	2	"R"	0.769230769230769
"24W"	"Train.csv"	"08/05/15"	6	2	3	6	1	-1	1	1	0.589	0	5	2	"Training 1"	2	"L"	0.142857142857143
